,Provincia,Poblacion
2104,SANTA FE,19061
2105,SANTA FE,857
2106,SANTA FE,950
2107,MENDOZA,1033
2108,MENDOZA,5591
2109,MENDOZA,8241
2110,MENDOZA,1021
2111,MENDOZA,3886
2112,MENDOZA,0
2113,MENDOZA,1627
2114,MENDOZA,403
2115,MENDOZA,75
2116,MENDOZA,111
2117,MENDOZA,227
2118,MENDOZA,203
2119,MENDOZA,1486
2120,MENDOZA,550
2121,MENDOZA,376
2122,MENDOZA,159
2123,MENDOZA,1106
2124,MENDOZA,208
2125,MENDOZA,0
2126,SAN LUIS,78
2127,SAN LUIS,66
2128,SAN LUIS,205
2129,SAN LUIS,1353
2130,SAN LUIS,2462
2131,SAN LUIS,0
2132,SAN LUIS,0
2133,SAN LUIS,1788
2134,SAN LUIS,0
2135,SAN LUIS,560
2136,SAN LUIS,0
2137,SAN LUIS,0
2138,SAN LUIS,0
2139,SAN LUIS,201
2140,SAN LUIS,0
2141,SAN LUIS,431
2142,SAN LUIS,0
2143,SAN LUIS,732
2144,SAN LUIS,0
2145,SAN LUIS,0
2146,SAN LUIS,98
2147,CORDOBA,1513
2148,CORDOBA,8499
2149,CORDOBA,5943
2150,CORDOBA,384
2151,CORDOBA,7325
2152,CORDOBA,3345
2153,CORDOBA,4709
2154,CORDOBA,2609
2155,CORDOBA,2763
2156,CORDOBA,1654
2157,CORDOBA,57
2158,MENDOZA,94
2159,JUJUY,351
2160,JUJUY,176
2161,JUJUY,0
2162,JUJUY,61
2163,JUJUY,930
2164,JUJUY,40
2165,JUJUY,1430
2166,JUJUY,855
2167,JUJUY,378
2168,JUJUY,446
2169,JUJUY,246
2170,JUJUY,1166
2171,JUJUY,35
2172,JUJUY,2164
2173,JUJUY,190
2174,JUJUY,3635
2175,JUJUY,183
2176,JUJUY,81
2177,JUJUY,874
2178,JUJUY,181
2179,JUJUY,1879
2180,JUJUY,591
2181,JUJUY,325
2182,JUJUY,326
2183,JUJUY,59131
2184,MENDOZA,239
2185,MENDOZA,2270
2186,MENDOZA,3621
2187,MENDOZA,2509
2188,MENDOZA,161
2189,MENDOZA,538
2190,MENDOZA,2169
2191,MENDOZA,26
2192,MENDOZA,661
2193,MENDOZA,28859
2194,MENDOZA,4358
2195,MENDOZA,1392
2196,MENDOZA,1713
2197,MENDOZA,541
2198,MENDOZA,177
2199,MENDOZA,540
2200,MENDOZA,1445
2201,MISIONES,485
2202,SANTA FE,111
2203,SANTA FE,562
2204,SANTA FE,129
2205,SANTA FE,220
2206,SANTA FE,2780
2207,SANTA FE,665
2208,SANTA FE,161
2209,SANTA FE,112
2210,SANTA FE,299
2211,SANTA FE,46
2212,SANTA FE,545
2213,SANTA FE,2318
2214,SANTA FE,347
2215,SANTA FE,79
2216,SANTA FE,245
2217,SANTA FE,14389
2218,BUENOS AIRES,55728
2219,BUENOS AIRES,2960
2220,BUENOS AIRES,3083
2221,BUENOS AIRES,291327
2222,BUENOS AIRES,2046
2223,BUENOS AIRES,6745
2224,BUENOS AIRES,0
2225,BUENOS AIRES,0
2226,BUENOS AIRES,0
2227,BUENOS AIRES,0
2228,MISIONES,3034
2229,MISIONES,5325
2230,MISIONES,254
2231,MISIONES,1114
2232,MISIONES,15995
2233,MISIONES,1672
2234,MISIONES,838
2235,MISIONES,273
2236,MISIONES,1486
2237,MISIONES,489
2238,MISIONES,123
2239,MISIONES,581
2240,MISIONES,336
2241,MISIONES,305
2242,MISIONES,1440
2243,MISIONES,791
2244,MISIONES,18827
2245,MISIONES,300
2246,BUENOS AIRES,51471
2247,BUENOS AIRES,111138
2248,BUENOS AIRES,23264
2249,BUENOS AIRES,33422
2250,BUENOS AIRES,6873
2251,BUENOS AIRES,250301
2252,BUENOS AIRES,8806
2253,BUENOS AIRES,331
2254,BUENOS AIRES,155
2255,CHUBUT,2791
2256,CHUBUT,105
2257,CHUBUT,10858
2258,CHUBUT,44
2259,CHUBUT,2251
2260,CHUBUT,1612
2261,CHUBUT,1055
2262,CHUBUT,661
2263,CHUBUT,544
2264,CORDOBA,183
2265,CORDOBA,0
2266,CORDOBA,61
2267,CORDOBA,68
2268,CORDOBA,417
2269,CORDOBA,100
2270,CORDOBA,8793
2271,MISIONES,403
2272,BUENOS AIRES,31
2273,BUENOS AIRES,1858
2274,BUENOS AIRES,38
2275,BUENOS AIRES,0
2276,BUENOS AIRES,954
2277,BUENOS AIRES,569
2278,BUENOS AIRES,6546
2279,BUENOS AIRES,37547
2280,BUENOS AIRES,85959
2281,BUENOS AIRES,23458
2282,BUENOS AIRES,55274
2283,BUENOS AIRES,38376
2284,BUENOS AIRES,337
2285,BUENOS AIRES,374
2286,BUENOS AIRES,95
2287,BUENOS AIRES,498
2288,BUENOS AIRES,115
2289,BUENOS AIRES,28537
2290,BUENOS AIRES,379
2291,BUENOS AIRES,203
2292,BUENOS AIRES,1488
2293,BUENOS AIRES,1241
2294,BUENOS AIRES,14279
2295,BUENOS AIRES,138
2296,BUENOS AIRES,230
2297,BUENOS AIRES,257
2298,BUENOS AIRES,87509
2299,BUENOS AIRES,22
2300,BUENOS AIRES,563
2301,BUENOS AIRES,40
2302,BUENOS AIRES,431
2303,BUENOS AIRES,0
2304,BUENOS AIRES,5278
2305,BUENOS AIRES,0
2306,CHUBUT,0
2307,CHUBUT,0
2308,CHUBUT,0
2309,BUENOS AIRES,26256
2310,BUENOS AIRES,125373
2311,BUENOS AIRES,133980
2312,BUENOS AIRES,59962
2313,BUENOS AIRES,35135
2314,BUENOS AIRES,423
2315,BUENOS AIRES,31
2316,BUENOS AIRES,4570
2317,NEUQUEN,1
2318,CABA,48611
2319,CHACO,8819
2320,CHACO,786
2321,CHACO,28124
2322,CHACO,392
2323,CHACO,1207
2324,CHACO,1278
2325,CABA,66521
2326,CORDOBA,1268
2327,CORDOBA,3093
2328,CORDOBA,20
2329,CORDOBA,1583
2330,CORDOBA,26
2331,CORDOBA,1504
2332,CHACO,9204
2333,CHACO,4201
2334,CHACO,606
2335,CHACO,16976
2336,CHACO,7509
2337,CHACO,515
2338,CHACO,41403
2339,CHACO,3382
2340,CHACO,2866
2341,CHACO,9379
2342,CHACO,9642
2343,CHACO,24517
2344,CHUBUT,0
2345,CHUBUT,9098
2346,CHUBUT,1296
2347,CHUBUT,18
2348,CHUBUT,359
2349,CHUBUT,1820
2350,CHUBUT,32343
2351,CHUBUT,87
2352,CHUBUT,179
2353,CHUBUT,6353
2354,CHUBUT,28
2355,CHUBUT,237
2356,CHUBUT,156
2357,CHUBUT,2887
2358,SANTA FE,155
2359,CORRIENTES,29071
2360,CORRIENTES,1411
2361,CORRIENTES,462
2362,CORRIENTES,0
2363,CORRIENTES,346334
2364,CORRIENTES,3314
2365,CORRIENTES,1965
2366,CORRIENTES,872
2367,CORRIENTES,4022
2368,CORRIENTES,7143
2369,CORRIENTES,1687
2370,CORRIENTES,731
2371,CORRIENTES,456
2372,CABA,89452
2373,CHACO,3711
2374,CHACO,1519
2375,CHACO,1323
2376,CHACO,77
2377,CHACO,122
2378,CHACO,242
2379,CHUBUT,59
2380,CHUBUT,219
2381,CHUBUT,185
2382,CHUBUT,81315
2383,CHUBUT,565
2384,CHUBUT,626
2385,CHUBUT,54
2386,CHUBUT,253
2387,CHUBUT,1658
2388,CHUBUT,56
2389,CHUBUT,740
2390,CHUBUT,1477
2391,CHUBUT,4011
2392,CHUBUT,1038
2393,CHUBUT,67
2394,CHUBUT,1183
2395,CHUBUT,392
2396,CHUBUT,3129
2397,JUJUY,226
2398,JUJUY,104
2399,JUJUY,94
2400,JUJUY,72
2401,JUJUY,1611
2402,JUJUY,274
2403,JUJUY,712
2404,JUJUY,200
2405,JUJUY,3353
2406,JUJUY,4691
2407,JUJUY,0
2408,JUJUY,139
2409,JUJUY,154
2410,JUJUY,28
2411,JUJUY,891
2412,JUJUY,428
2413,JUJUY,1121
2414,JUJUY,225
2415,JUJUY,130
2416,JUJUY,504
2417,JUJUY,416
2418,JUJUY,146
2419,MISIONES,5765
2420,MISIONES,41062
2421,MISIONES,55
2422,MISIONES,13901
2423,MISIONES,297
2424,MISIONES,350
2425,MISIONES,122
2426,MISIONES,3049
2427,MISIONES,233
2428,MISIONES,1010
2429,MISIONES,23339
2430,MISIONES,441
2431,MISIONES,90
2432,MISIONES,918
2433,MISIONES,3495
2434,MISIONES,501
2435,CORRIENTES,34470
2436,CORRIENTES,3043
2437,CORRIENTES,707
2438,CORRIENTES,9258
2439,CORRIENTES,19081
2440,CORRIENTES,932
2441,CORRIENTES,6732
2442,CORRIENTES,116
2443,CORRIENTES,3772
2444,CORRIENTES,358
2445,CORRIENTES,4738
2446,CORRIENTES,536
2447,CABA,34713
2448,CHUBUT,4730
2449,CHUBUT,82
2450,CHUBUT,89
2451,CHUBUT,602
2452,CHUBUT,129
2453,CHUBUT,37
2454,CHUBUT,247
2455,CHUBUT,317
2456,CHUBUT,262
2457,CHUBUT,472
2458,CHUBUT,1237
2459,CHUBUT,57
2460,CHUBUT,480
2461,CHUBUT,67
2462,CHUBUT,230
2463,CHUBUT,1264
2464,CHUBUT,76
2465,CHUBUT,6775
2466,CHUBUT,24616
2467,CHUBUT,97915
2468,CHUBUT,126
2469,CHUBUT,176
2470,CHUBUT,1570
2471,MISIONES,9058
2472,MISIONES,408
2473,MISIONES,975
2474,MISIONES,107
2475,MISIONES,10397
2476,MISIONES,350
2477,NEUQUEN,4591
2478,NEUQUEN,270
2479,NEUQUEN,700
2480,NEUQUEN,135
2481,NEUQUEN,2449
2482,NEUQUEN,6474
2483,NEUQUEN,873
2484,SANTIAGO DEL ESTERO,250
2485,BUENOS AIRES,157
2486,BUENOS AIRES,2689
2487,BUENOS AIRES,100855
2488,BUENOS AIRES,87792
2489,BUENOS AIRES,11695
2490,BUENOS AIRES,7847
2491,BUENOS AIRES,49458
2492,BUENOS AIRES,14868
2493,CHUBUT,194
2494,BUENOS AIRES,28466
2495,BUENOS AIRES,12126
2496,BUENOS AIRES,23581
2497,BUENOS AIRES,1171
2498,BUENOS AIRES,18965
2499,BUENOS AIRES,97087
2500,BUENOS AIRES,233988
2501,RIO NEGRO,5
2502,RIO NEGRO,746
2503,RIO NEGRO,83
2504,BUENOS AIRES,13319
2505,BUENOS AIRES,1511
2506,BUENOS AIRES,11280
2507,BUENOS AIRES,12705
2508,BUENOS AIRES,11685
2509,BUENOS AIRES,1086
2510,BUENOS AIRES,1610
2511,BUENOS AIRES,40
2512,BUENOS AIRES,239
2513,BUENOS AIRES,18
2514,BUENOS AIRES,522
2515,BUENOS AIRES,63
2516,BUENOS AIRES,0
2517,BUENOS AIRES,37
2518,SANTIAGO DEL ESTERO,338
2519,BUENOS AIRES,1291
2520,BUENOS AIRES,17961
2521,BUENOS AIRES,17183
2522,BUENOS AIRES,15205
2523,BUENOS AIRES,0
2524,BUENOS AIRES,0
2525,BUENOS AIRES,0
2526,BUENOS AIRES,87698
2527,BUENOS AIRES,0
2528,BUENOS AIRES,0
2529,BUENOS AIRES,0
2530,BUENOS AIRES,0
2531,BUENOS AIRES,0
2532,BUENOS AIRES,0
2533,BUENOS AIRES,0
2534,BUENOS AIRES,248439
2535,BUENOS AIRES,192465
2536,BUENOS AIRES,113689
2537,BUENOS AIRES,74065
2538,BUENOS AIRES,147069
2539,BUENOS AIRES,139369
2540,CORDOBA,111
2541,CORDOBA,0
2542,BUENOS AIRES,1107
2543,BUENOS AIRES,66
2544,BUENOS AIRES,901
2545,BUENOS AIRES,23
2546,BUENOS AIRES,19766
2547,BUENOS AIRES,20
2548,BUENOS AIRES,52
2549,BUENOS AIRES,0
2550,BUENOS AIRES,399
2551,BUENOS AIRES,10358
2552,BUENOS AIRES,514
2553,BUENOS AIRES,92
2554,BUENOS AIRES,182
2555,BUENOS AIRES,785
2556,BUENOS AIRES,516
2557,CABA,45113
2558,CORDOBA,1363
2559,CORDOBA,549
2560,CORDOBA,141
2561,CORDOBA,192
2562,CORDOBA,2879
2563,CORDOBA,260
2564,CABA,33325
2565,CORDOBA,16168
2566,CORDOBA,1293
2567,CORDOBA,123
2568,CORDOBA,52
2569,CORDOBA,2178
2570,CORDOBA,0
2571,CORDOBA,0
2572,RIO NEGRO,834
2573,CORDOBA,1192
2574,CORDOBA,20
2575,CORDOBA,0
2576,CORDOBA,44
2577,CORDOBA,1001
2578,CORDOBA,3317
2579,CORDOBA,140
2580,CORDOBA,0
2581,CORDOBA,0
2582,CORDOBA,12395
2583,CORDOBA,118
2584,CORDOBA,127
2585,CORDOBA,154
2586,CORDOBA,426
2587,CORDOBA,135
2588,CORDOBA,0
2589,CORDOBA,254
2590,CORDOBA,1088
2591,CORDOBA,85
2592,CORDOBA,11734
2593,CORDOBA,11061
2594,CORDOBA,1131
2595,CORDOBA,12537
2596,CORDOBA,559
2597,CORDOBA,619
2598,CORDOBA,60
2599,CORDOBA,12
2600,CORDOBA,2401
2601,CORDOBA,5136
2602,CORDOBA,1732
2603,CORDOBA,46
2604,CORDOBA,4740
2605,CORDOBA,5656
2606,CORDOBA,373
2607,CORDOBA,2978
2608,CORDOBA,677
2609,CORDOBA,2654
2610,CORDOBA,1046
2611,CORDOBA,1061
2612,CORDOBA,4070
2613,CORDOBA,1482
2614,CORDOBA,502
2615,CORDOBA,2672
2616,CORRIENTES,420
2617,CORRIENTES,71606
2618,CORRIENTES,6562
2619,CORRIENTES,556
2620,CORRIENTES,2429
2621,CORRIENTES,19575
2622,CORRIENTES,1049
2623,CORRIENTES,2454
2624,CORRIENTES,1276
2625,CORRIENTES,143
2626,CORRIENTES,1831
2627,CORRIENTES,2990
2628,CORRIENTES,11589
2629,CORRIENTES,586
2630,CORRIENTES,539
2631,CORRIENTES,6972
2632,CORRIENTES,1435
2633,CORRIENTES,1843
2634,CORRIENTES,33551
2635,CORRIENTES,620
2636,CORRIENTES,212
2637,CORRIENTES,1349
2638,CORRIENTES,5974
2639,CORRIENTES,23470
2640,CORRIENTES,159
2641,CORRIENTES,492
2642,CORRIENTES,1029
2643,CORRIENTES,328
2644,LA PAMPA,11626
2645,LA PAMPA,1026
2646,LA PAMPA,483
2647,LA PAMPA,3387
2648,LA PAMPA,707
2649,LA PAMPA,226
2650,LA PAMPA,289
2651,LA PAMPA,12184
2652,LA PAMPA,422
2653,LA PAMPA,69
2654,LA RIOJA,123
2655,MISIONES,7430
2656,MISIONES,810
2657,MISIONES,204
2658,MISIONES,759
2659,MISIONES,411
2660,MISIONES,719
2661,MISIONES,1235
2662,MISIONES,7099
2663,MISIONES,207
2664,MISIONES,130
2665,MISIONES,2824
2666,MISIONES,344
2667,MISIONES,63960
2668,MISIONES,700
2669,MISIONES,163
2670,MISIONES,1422
2671,MISIONES,815
2672,MISIONES,1664
2673,MISIONES,199
2674,MISIONES,109
2675,MISIONES,2475
2676,MISIONES,307
2677,MISIONES,372
2678,MISIONES,3007
2679,MISIONES,273
2680,MISIONES,1271
2681,MISIONES,22762
2682,MISIONES,821
2683,MISIONES,667
2684,MISIONES,7772
2685,MISIONES,3109
2686,MISIONES,110
2687,MISIONES,1108
2688,MISIONES,630
2689,RIO NEGRO,263
2690,RIO NEGRO,51
2691,RIO NEGRO,84
2692,RIO NEGRO,0
2693,RIO NEGRO,44
2694,RIO NEGRO,136
2695,RIO NEGRO,69
2696,RIO NEGRO,0
2697,RIO NEGRO,52
2698,RIO NEGRO,312
2699,RIO NEGRO,71
2700,RIO NEGRO,94
2701,RIO NEGRO,94
2702,RIO NEGRO,209
2703,RIO NEGRO,49
2704,RIO NEGRO,0
2705,RIO NEGRO,470
2706,RIO NEGRO,653
2707,RIO NEGRO,52
2708,RIO NEGRO,35
2709,RIO NEGRO,162
2710,RIO NEGRO,39
2711,RIO NEGRO,564
2712,RIO NEGRO,0
2713,RIO NEGRO,34
2714,RIO NEGRO,38
2715,RIO NEGRO,0
2716,RIO NEGRO,39
2717,RIO NEGRO,0
2718,RIO NEGRO,2512
2719,RIO NEGRO,0
2720,RIO NEGRO,163
2721,RIO NEGRO,258
2722,RIO NEGRO,0
2723,RIO NEGRO,106
2724,RIO NEGRO,17584
2725,RIO NEGRO,3252
2726,RIO NEGRO,3057
2727,RIO NEGRO,22790
2728,RIO NEGRO,77713
2729,RIO NEGRO,1000
2730,RIO NEGRO,1385
2731,TUCUMAN,8828
2732,LA RIOJA,3016
2733,LA RIOJA,219
2734,LA RIOJA,2525
2735,LA RIOJA,512
2736,LA RIOJA,861
2737,LA RIOJA,0
2738,LA RIOJA,4931
2739,LA RIOJA,200
2740,LA RIOJA,127
2741,LA RIOJA,102
2742,LA RIOJA,150
2743,LA RIOJA,892
2744,LA RIOJA,268
2745,LA RIOJA,2466
2746,LA RIOJA,122
2747,LA RIOJA,849
2748,LA RIOJA,250
2749,LA RIOJA,221
2750,LA RIOJA,93
2751,LA RIOJA,12919
2752,LA RIOJA,80
2753,LA RIOJA,0
2754,LA RIOJA,33724
2755,LA RIOJA,225
2756,LA RIOJA,33
2757,LA RIOJA,482
2758,LA RIOJA,272
2759,LA RIOJA,284
2760,LA RIOJA,0
2761,LA RIOJA,0
2762,LA RIOJA,1668
2763,LA RIOJA,171
2764,LA RIOJA,6937
2765,LA RIOJA,0
2766,LA RIOJA,153
2767,LA RIOJA,129
2768,LA RIOJA,1805
2769,LA RIOJA,279
2770,ENTRE RIOS,3234
2771,ENTRE RIOS,10266
2772,ENTRE RIOS,0
2773,ENTRE RIOS,879
2774,ENTRE RIOS,124
2775,ENTRE RIOS,1724
2776,ENTRE RIOS,640
2777,ENTRE RIOS,0
2778,ENTRE RIOS,149450
2779,ENTRE RIOS,0
2780,ENTRE RIOS,316
2781,ENTRE RIOS,190
2782,ENTRE RIOS,578
2783,ENTRE RIOS,1543
2784,ENTRE RIOS,0
2785,ENTRE RIOS,3306
2786,CABA,131699
2787,CORDOBA,506
2788,CORDOBA,0
2789,CORDOBA,3236
2790,CORDOBA,4
2791,CORDOBA,7795
2792,CORDOBA,6
2793,CORDOBA,54
2794,CABA,42695
2795,CORDOBA,60
2796,CORDOBA,563
2797,CORDOBA,1178
2798,CORDOBA,77
2799,CORDOBA,386
2800,CORDOBA,2188
2801,CORDOBA,2655
2802,CABA,40985
2803,CORRIENTES,43251
2804,CORRIENTES,516
2805,CORRIENTES,12864
2806,CORRIENTES,2569
2807,CORRIENTES,296
2808,CORRIENTES,5598
2809,CORDOBA,2246
2810,CORDOBA,0
2811,CORDOBA,1097
2812,CORDOBA,1317298
2813,CORDOBA,0
2814,CORDOBA,0
2815,CORDOBA,0
2816,CORDOBA,1918
2817,CORDOBA,0
2818,CORDOBA,394
2819,CORDOBA,100
2820,CORDOBA,290
2821,CORDOBA,130
2822,CORDOBA,79351
2823,CORDOBA,18818
2824,CORDOBA,55
2825,CORDOBA,282
2826,CORDOBA,134
2827,CORDOBA,550
2828,CORDOBA,74
2829,CORDOBA,21211
2830,CORDOBA,29
2831,CORDOBA,0
2832,CORDOBA,91
2833,CORDOBA,541
2834,CORDOBA,4092
2835,CORDOBA,56
2836,CABA,18604
2837,CORDOBA,892
2838,CORDOBA,0
2839,CORDOBA,626
2840,CORDOBA,1925
2841,CORDOBA,31602
2842,CORDOBA,236
2843,CABA,50295
2844,CORDOBA,1003
2845,CORDOBA,5298
2846,CORDOBA,73
2847,CORDOBA,915
2848,CORDOBA,1867
2849,TUCUMAN,0
2850,CORDOBA,31972
2851,CORDOBA,2456
2852,CORDOBA,9
2853,CORDOBA,323
2854,CORDOBA,69
2855,CORDOBA,66
2856,CORDOBA,264
2857,CORDOBA,12187
2858,CORDOBA,10271
2859,CORDOBA,1739
2860,CORDOBA,96
2861,CORDOBA,19688
2862,CORDOBA,10605
2863,CORDOBA,6
2864,CORDOBA,90
2865,CORDOBA,284
2866,CORDOBA,5337
2867,CORDOBA,364
2868,CORDOBA,3117
2869,CORDOBA,61750
2870,CORDOBA,2496
2871,CORDOBA,582
2872,CORDOBA,173
2873,CORDOBA,2886
2874,CORDOBA,0
2875,CORDOBA,1848
2876,CORDOBA,227
2877,CORDOBA,82
2878,CABA,39654
2879,CORDOBA,9612
2880,CORDOBA,982
2881,CORDOBA,169
2882,CORDOBA,18086
2883,CORDOBA,25738
2884,BUENOS AIRES,911
2885,BUENOS AIRES,77
2886,BUENOS AIRES,27466
2887,BUENOS AIRES,312
2888,BUENOS AIRES,551
2889,BUENOS AIRES,87
2890,BUENOS AIRES,16243
2891,BUENOS AIRES,1001
2892,BUENOS AIRES,157
2893,BUENOS AIRES,477
2894,BUENOS AIRES,573
2895,BUENOS AIRES,19768
2896,BUENOS AIRES,1182
2897,BUENOS AIRES,127
2898,BUENOS AIRES,437
2899,BUENOS AIRES,215
2900,BUENOS AIRES,226
2901,BUENOS AIRES,383
2902,BUENOS AIRES,124
2903,BUENOS AIRES,229
2904,BUENOS AIRES,234
2905,BUENOS AIRES,4
2906,BUENOS AIRES,19877
2907,BUENOS AIRES,362
2908,BUENOS AIRES,2496
2909,BUENOS AIRES,183
2910,BUENOS AIRES,15
2911,BUENOS AIRES,6
2912,BUENOS AIRES,1983
2913,BUENOS AIRES,1823
2914,TUCUMAN,0
2915,BUENOS AIRES,86860
2916,BUENOS AIRES,1621
2917,BUENOS AIRES,261
2918,BUENOS AIRES,2759
2919,BUENOS AIRES,7165
2920,BUENOS AIRES,155
2921,BUENOS AIRES,29974
2922,BUENOS AIRES,330
2923,BUENOS AIRES,7165
2924,BUENOS AIRES,5297
2925,BUENOS AIRES,1282
2926,BUENOS AIRES,46
2927,BUENOS AIRES,51
2928,BUENOS AIRES,7354
2929,BUENOS AIRES,74814
2930,BUENOS AIRES,42703
2931,BUENOS AIRES,42768
2932,BUENOS AIRES,12902
2933,BUENOS AIRES,0
2934,BUENOS AIRES,0
2935,BUENOS AIRES,211
2936,BUENOS AIRES,33
2937,BUENOS AIRES,0
2938,BUENOS AIRES,40
2939,BUENOS AIRES,1551
2940,BUENOS AIRES,26242
2941,BUENOS AIRES,2643
2942,BUENOS AIRES,62
2943,BUENOS AIRES,7
2944,BUENOS AIRES,33222
2945,BUENOS AIRES,634
2946,BUENOS AIRES,2488
2947,BUENOS AIRES,400
2948,BUENOS AIRES,38
2949,BUENOS AIRES,4
2950,BUENOS AIRES,1414
2951,CORDOBA,253
2952,CORDOBA,0
2953,CORDOBA,5710
2954,CORDOBA,5973
2955,CORDOBA,0
2956,CORDOBA,161
2957,CORDOBA,466
2958,CORDOBA,216
2959,CORDOBA,130
2960,CORDOBA,30680
2961,CORDOBA,1749
2962,CORDOBA,129
2963,CORDOBA,320
2964,CORDOBA,560
2965,CORDOBA,96
2966,CORDOBA,404
2967,CORDOBA,149
2968,CORDOBA,937
2969,CORDOBA,311
2970,CORDOBA,117
2971,CORDOBA,1153
2972,CORDOBA,314
2973,CORDOBA,1291
2974,CORDOBA,106
2975,CORDOBA,63
2976,CORDOBA,190
2977,CORDOBA,722
2978,CORDOBA,6057
2979,CORDOBA,1746
2980,CORDOBA,1648
2981,CORDOBA,297
2982,CORDOBA,1903
2983,CORDOBA,105
2984,RIO NEGRO,40
2985,CORDOBA,800
2986,CORDOBA,1033
2987,CORDOBA,943
2988,CORDOBA,2441
2989,CORDOBA,907
2990,CORDOBA,9628
2991,CORDOBA,3412
2992,CORDOBA,72
2993,CORDOBA,1778
2994,CORDOBA,9426
2995,CORDOBA,1090
2996,CORDOBA,1797
2997,CORDOBA,209
2998,CORDOBA,54
2999,BUENOS AIRES,148882
3000,BUENOS AIRES,21437
3001,BUENOS AIRES,106891
3002,BUENOS AIRES,104585
3003,BUENOS AIRES,127171
3004,BUENOS AIRES,0
3005,BUENOS AIRES,0
3006,CORRIENTES,30666
3007,CORRIENTES,861
3008,CORRIENTES,23299
3009,CORRIENTES,7014
3010,ENTRE RIOS,489
3011,ENTRE RIOS,23150
3012,ENTRE RIOS,74
3013,ENTRE RIOS,0
3014,ENTRE RIOS,0
3015,ENTRE RIOS,58
3016,ENTRE RIOS,98
3017,ENTRE RIOS,0
3018,ENTRE RIOS,436
3019,ENTRE RIOS,205
3020,ENTRE RIOS,670
3021,ENTRE RIOS,16336
3022,BUENOS AIRES,9
3023,BUENOS AIRES,14383
3024,BUENOS AIRES,2276
3025,BUENOS AIRES,213
3026,BUENOS AIRES,0
3027,BUENOS AIRES,209
3028,BUENOS AIRES,1270
3029,BUENOS AIRES,392
3030,BUENOS AIRES,26763
3031,BUENOS AIRES,653
3032,BUENOS AIRES,7617
3033,BUENOS AIRES,1715
3034,BUENOS AIRES,177
3035,BUENOS AIRES,648
3036,CORRIENTES,2563
3037,CORRIENTES,1906
3038,CORRIENTES,12287
3039,CORRIENTES,890
3040,CORRIENTES,699
3041,CORRIENTES,7133
3042,CORRIENTES,1736
3043,CORRIENTES,1938
3044,CORRIENTES,4792
3045,CORRIENTES,2209
3046,CORRIENTES,2506
3047,CORRIENTES,440
3048,CORRIENTES,1585
3049,CORRIENTES,7323
3050,CORRIENTES,803
3051,BUENOS AIRES,787
3052,BUENOS AIRES,13088
3053,BUENOS AIRES,230
3054,BUENOS AIRES,542
3055,BUENOS AIRES,214
3056,BUENOS AIRES,18347
3057,BUENOS AIRES,8
3058,BUENOS AIRES,224
3059,BUENOS AIRES,12
3060,BUENOS AIRES,76
3061,BUENOS AIRES,471
3062,BUENOS AIRES,174
3063,BUENOS AIRES,27
3064,BUENOS AIRES,465
3065,BUENOS AIRES,5178
3066,BUENOS AIRES,726
3067,BUENOS AIRES,3404
3068,BUENOS AIRES,2468
3069,BUENOS AIRES,8827
3070,BUENOS AIRES,1328
3071,BUENOS AIRES,541
3072,BUENOS AIRES,72
3073,BUENOS AIRES,234
3074,BUENOS AIRES,1041
3075,BUENOS AIRES,1543
3076,BUENOS AIRES,485
3077,BUENOS AIRES,28051
3078,BUENOS AIRES,1962
3079,ENTRE RIOS,453
3080,BUENOS AIRES,2982
3081,BUENOS AIRES,76
3082,BUENOS AIRES,12
3083,BUENOS AIRES,76
3084,BUENOS AIRES,13005
3085,BUENOS AIRES,36
3086,BUENOS AIRES,1126
3087,BUENOS AIRES,438
3088,BUENOS AIRES,295
3089,BUENOS AIRES,133
3090,BUENOS AIRES,509
3091,BUENOS AIRES,29868
3092,BUENOS AIRES,830
3093,BUENOS AIRES,59088
3094,BUENOS AIRES,73842
3095,BUENOS AIRES,66169
3096,BUENOS AIRES,45403
3097,BUENOS AIRES,35473
3098,BUENOS AIRES,74138
3099,BUENOS AIRES,1525
3100,BUENOS AIRES,28615
3101,BUENOS AIRES,171913
3102,BUENOS AIRES,0
3103,BUENOS AIRES,2066
3104,BUENOS AIRES,434
3105,BUENOS AIRES,2464
3106,BUENOS AIRES,5325
3107,BUENOS AIRES,133602
3108,BUENOS AIRES,0
3109,BUENOS AIRES,0
3110,BUENOS AIRES,386
3111,BUENOS AIRES,0
3112,CABA,47306
3113,CORDOBA,3299
3114,CORDOBA,7075
3115,CORDOBA,5197
3116,CORDOBA,483
3117,CORDOBA,1202
3118,CORDOBA,153
3119,TUCUMAN,0
3120,TUCUMAN,14728
3121,TUCUMAN,0
3122,TUCUMAN,57392
3123,BUENOS AIRES,2123
3124,BUENOS AIRES,61
3125,BUENOS AIRES,0
3126,BUENOS AIRES,33607
3127,BUENOS AIRES,41
3128,BUENOS AIRES,4647
3129,BUENOS AIRES,93
3130,BUENOS AIRES,68
3131,BUENOS AIRES,58152
3132,BUENOS AIRES,87
3133,BUENOS AIRES,324
3134,BUENOS AIRES,118
3135,BUENOS AIRES,2130
3136,BUENOS AIRES,179
3137,BUENOS AIRES,166
3138,BUENOS AIRES,23206
3139,BUENOS AIRES,0
3140,BUENOS AIRES,257
3141,BUENOS AIRES,71
3142,BUENOS AIRES,199
3143,BUENOS AIRES,164
3144,BUENOS AIRES,681
3145,BUENOS AIRES,327
