,Provincia,Poblacion
1063,BUENOS AIRES,1339
1064,BUENOS AIRES,718
1065,BUENOS AIRES,1348
1066,BUENOS AIRES,1986
1067,BUENOS AIRES,18275
1068,BUENOS AIRES,63
1069,BUENOS AIRES,18
1070,BUENOS AIRES,2160
1071,BUENOS AIRES,293
1072,BUENOS AIRES,50783
1073,BUENOS AIRES,0
1074,BUENOS AIRES,5324
1075,BUENOS AIRES,26024
1076,BUENOS AIRES,6735
1077,BUENOS AIRES,23865
1078,BUENOS AIRES,3461
1079,BUENOS AIRES,0
1080,BUENOS AIRES,0
1081,CATAMARCA,30
1082,CATAMARCA,58
1083,CATAMARCA,432
1084,CABA,20453
1085,CATAMARCA,2368
1086,CATAMARCA,1169
1087,CATAMARCA,241
1088,CATAMARCA,39
1089,CATAMARCA,1736
1090,CATAMARCA,141
1091,CATAMARCA,0
1092,CATAMARCA,144
1093,CATAMARCA,200
1094,CATAMARCA,589
1095,CATAMARCA,459
1096,CATAMARCA,120
1097,CABA,32502
1098,CATAMARCA,574
1099,CATAMARCA,4693
1100,CATAMARCA,0
1101,CATAMARCA,0
1102,CATAMARCA,6
1103,CATAMARCA,999
1104,CATAMARCA,992
1105,CATAMARCA,0
1106,CATAMARCA,167
1107,CATAMARCA,339
1108,CATAMARCA,301
1109,MENDOZA,817
1110,CATAMARCA,388
1111,CATAMARCA,0
1112,CATAMARCA,0
1113,CATAMARCA,959
1114,CATAMARCA,1547
1115,CATAMARCA,0
1116,CATAMARCA,0
1117,CATAMARCA,177
1118,CATAMARCA,2901
1119,CATAMARCA,0
1120,CATAMARCA,0
1121,CATAMARCA,11648
1122,CATAMARCA,129
1123,CATAMARCA,1396
1124,CATAMARCA,1096
1125,CATAMARCA,177
1126,CATAMARCA,792
1127,CATAMARCA,4490
1128,CATAMARCA,659
1129,CATAMARCA,830
1130,CATAMARCA,232
1131,CATAMARCA,105
1132,CATAMARCA,268
1133,CATAMARCA,24
1134,CATAMARCA,695
1135,CATAMARCA,61
1136,CORDOBA,1104
1137,CORDOBA,782
1138,CORDOBA,178
1139,CORDOBA,4472
1140,CORDOBA,662
1141,CORDOBA,317
1142,CORDOBA,1474
1143,CORDOBA,201
1144,CORDOBA,816
1145,CORDOBA,98
1146,CORDOBA,3928
1147,CORDOBA,532
1148,CORDOBA,33835
1149,CORDOBA,699
1150,JUJUY,44750
1151,JUJUY,0
1152,JUJUY,1372
1153,JUJUY,93
1154,JUJUY,45
1155,JUJUY,52
1156,JUJUY,76
1157,JUJUY,141
1158,JUJUY,2264
1159,JUJUY,456
1160,JUJUY,10256
1161,JUJUY,144
1162,JUJUY,103
1163,JUJUY,30
1164,JUJUY,376
1165,JUJUY,508
1166,JUJUY,689
1167,JUJUY,145
1168,JUJUY,5336
1169,JUJUY,5997
1170,JUJUY,1062
1171,SANTA FE,1144
1172,MENDOZA,894
1173,MENDOZA,751
1174,MENDOZA,424
1175,MENDOZA,7872
1176,MENDOZA,311
1177,MENDOZA,555
1178,MENDOZA,5103
1179,MENDOZA,0
1180,MENDOZA,0
1181,MENDOZA,0
1182,MENDOZA,0
1183,MENDOZA,0
1184,MENDOZA,0
1185,MENDOZA,804
1186,MENDOZA,0
1187,MENDOZA,8
1188,MENDOZA,362
1189,MENDOZA,288
1190,MENDOZA,189067
1191,MENDOZA,2
1192,MENDOZA,0
1193,MENDOZA,0
1194,MENDOZA,128
1195,MENDOZA,126
1196,MENDOZA,18
1197,MENDOZA,0
1198,MENDOZA,3810
1199,MENDOZA,516
1200,MENDOZA,266
1201,MENDOZA,163
1202,MENDOZA,0
1203,MENDOZA,136
1204,MENDOZA,392
1205,MENDOZA,290
1206,MENDOZA,831
1207,MENDOZA,73
1208,MENDOZA,211
1209,MENDOZA,2816
1210,MENDOZA,90
1211,MISIONES,12375
1212,MISIONES,6547
1213,MISIONES,6504
1214,MISIONES,0
1215,MISIONES,739
1216,MISIONES,439
1217,MISIONES,0
1218,MISIONES,0
1219,MISIONES,348
1220,MISIONES,3543
1221,MISIONES,69
1222,MISIONES,1842
1223,MISIONES,13777
1224,MISIONES,684
1225,MISIONES,309
1226,MISIONES,530
1227,MISIONES,385
1228,MISIONES,53
1229,SALTA,6730
1230,SALTA,176
1231,SALTA,877
1232,SALTA,1061
1233,SALTA,432
1234,SALTA,6536
1235,SALTA,1883
1236,SALTA,1604
1237,SALTA,16329
1238,SALTA,9887
1239,SALTA,1070
1240,SALTA,90
1241,SALTA,1328
1242,SALTA,681
1243,SALTA,758
1244,SALTA,197
1245,SAN LUIS,3543
1246,SAN LUIS,433
1247,SAN LUIS,0
1248,SAN LUIS,0
1249,SAN LUIS,178
1250,SAN LUIS,0
1251,SAN LUIS,0
1252,SAN LUIS,192
1253,SAN LUIS,0
1254,SAN LUIS,6256
1255,SAN LUIS,751
1256,SAN LUIS,957
1257,SAN LUIS,0
1258,SAN LUIS,251
1259,SAN LUIS,0
1260,SAN LUIS,0
1261,SAN LUIS,0
1262,SAN LUIS,0
1263,SAN LUIS,0
1264,SAN LUIS,1200
1265,SAN LUIS,0
1266,SAN LUIS,53
1267,SAN LUIS,1127
1268,SAN LUIS,0
1269,SANTA FE,1605
1270,SANTA FE,1449
1271,SANTA FE,698
1272,SANTA FE,1611
1273,SANTA FE,1906
1274,SANTA FE,571
1275,SANTA FE,2101
1276,SANTA FE,499
1277,SANTA FE,1855
1278,SANTA FE,5632
1279,SANTA FE,19757
1280,SANTA FE,70549
1281,SANTA FE,2579
1282,SANTA FE,2586
1283,SANTA FE,2696
1284,SANTA FE,4555
1285,SANTA FE,15037
1286,SANTA FE,28
1287,SANTA FE,1098
1288,SANTA FE,29205
1289,SANTA FE,1041
1290,SANTA FE,484
1291,SANTA FE,948312
1292,SANTA FE,2577
1293,SANTA FE,835
1294,SANTA FE,259
1295,SANTA FE,80769
1296,SANTA FE,4966
1297,SANTA FE,96
1298,SANTA FE,905
1299,SANTA FE,1764
1300,SANTA FE,8
1301,BUENOS AIRES,28102
1302,BUENOS AIRES,63281
1303,BUENOS AIRES,61273
1304,BUENOS AIRES,68624
1305,BUENOS AIRES,17364
1306,BUENOS AIRES,49
1307,BUENOS AIRES,47
1308,BUENOS AIRES,91
1309,BUENOS AIRES,111
1310,BUENOS AIRES,16
1311,CHACO,879
1312,BUENOS AIRES,554
1313,BUENOS AIRES,331
1314,BUENOS AIRES,423
1315,BUENOS AIRES,56
1316,BUENOS AIRES,4450
1317,BUENOS AIRES,1036
1318,BUENOS AIRES,2845
1319,BUENOS AIRES,1677
1320,BUENOS AIRES,8645
1321,BUENOS AIRES,115
1322,BUENOS AIRES,63307
1323,BUENOS AIRES,66463
1324,BUENOS AIRES,25397
1325,BUENOS AIRES,0
1326,BUENOS AIRES,0
1327,BUENOS AIRES,80824
1328,BUENOS AIRES,319
1329,BUENOS AIRES,95
1330,BUENOS AIRES,852
1331,BUENOS AIRES,5547
1332,BUENOS AIRES,2
1333,BUENOS AIRES,626
1334,BUENOS AIRES,32
1335,BUENOS AIRES,4743
1336,BUENOS AIRES,152
1337,CABA,157932
1338,CATAMARCA,11485
1339,CATAMARCA,0
1340,CATAMARCA,410
1341,CATAMARCA,158
1342,CATAMARCA,351
1343,CATAMARCA,0
1344,CATAMARCA,0
1345,CATAMARCA,25674
1346,CATAMARCA,122
1347,CABA,13419
1348,CORDOBA,8645
1349,CORDOBA,576
1350,CORDOBA,1182
1351,CORDOBA,373
1352,CORDOBA,117
1353,MENDOZA,684
1354,MENDOZA,422
1355,JUJUY,13300
1356,JUJUY,138
1357,JUJUY,46642
1358,JUJUY,0
1359,JUJUY,429
1360,JUJUY,0
1361,JUJUY,6301
1362,JUJUY,162
1363,JUJUY,402
1364,JUJUY,0
1365,JUJUY,50183
1366,JUJUY,0
1367,JUJUY,59
1368,JUJUY,83
1369,JUJUY,264
1370,JUJUY,46
1371,JUJUY,134
1372,JUJUY,672
1373,JUJUY,82
1374,MISIONES,4985
1375,MISIONES,375
1376,MISIONES,13595
1377,MISIONES,960
1378,MISIONES,275028
1379,MISIONES,0
1380,MISIONES,39
1381,MISIONES,6332
1382,MISIONES,279
1383,MISIONES,199
1384,MISIONES,339
1385,MISIONES,1528
1386,MISIONES,1461
1387,MISIONES,57323
1388,MISIONES,2525
1389,SALTA,2616
1390,SALTA,532
1391,SALTA,13698
1392,SALTA,300
1393,SALTA,730
1394,SALTA,0
1395,SALTA,5342
1396,SALTA,442
1397,SALTA,520683
1398,SALTA,7004
1399,SALTA,0
1400,SALTA,0
1401,SALTA,0
1402,SALTA,0
1403,SAN LUIS,0
1404,SAN LUIS,0
1405,SAN LUIS,68
1406,SAN LUIS,0
1407,SAN LUIS,57
1408,SAN LUIS,0
1409,SAN LUIS,91
1410,SAN LUIS,111391
1411,SAN LUIS,647
1412,SAN LUIS,76
1413,SAN LUIS,631
1414,SAN LUIS,1040
1415,SAN LUIS,230
1416,SAN LUIS,349
1417,SAN LUIS,2933
1418,SAN LUIS,480
1419,SAN LUIS,82
1420,SAN LUIS,14
1421,SAN LUIS,24
1422,SANTA FE,4598
1423,SANTA FE,352
1424,SANTA FE,928
1425,SANTA FE,350
1426,SANTA FE,1701
1427,SANTA FE,3523
1428,SANTA FE,2139
1429,SANTA FE,373
1430,SANTA FE,3630
1431,SANTA FE,18727
1432,SANTA FE,928
1433,SANTA FE,279
1434,SANTA FE,13
1435,SANTA FE,29218
1436,SANTA FE,16277
1437,SANTA FE,857
1438,SANTA FE,15176
1439,SANTA FE,2791
1440,SANTA FE,836
1441,SANTA FE,13243
1442,SANTA FE,3370
1443,SANTA FE,2570
1444,SANTIAGO DEL ESTERO,1060
1445,SANTIAGO DEL ESTERO,91
1446,SANTIAGO DEL ESTERO,3833
1447,SANTIAGO DEL ESTERO,455
1448,SANTIAGO DEL ESTERO,1554
1449,SANTIAGO DEL ESTERO,1997
1450,SANTIAGO DEL ESTERO,54
1451,SANTIAGO DEL ESTERO,1466
1452,SANTIAGO DEL ESTERO,178
1453,SANTIAGO DEL ESTERO,363
1454,SANTIAGO DEL ESTERO,409
1455,SANTIAGO DEL ESTERO,87
1456,SANTIAGO DEL ESTERO,65
1457,SANTIAGO DEL ESTERO,3249
1458,SANTIAGO DEL ESTERO,264
1459,SANTIAGO DEL ESTERO,735
1460,SANTIAGO DEL ESTERO,143
1461,SANTIAGO DEL ESTERO,1172
1462,SANTIAGO DEL ESTERO,7201
1463,SANTIAGO DEL ESTERO,1723
1464,SANTIAGO DEL ESTERO,536
1465,SANTIAGO DEL ESTERO,10996
1466,SANTIAGO DEL ESTERO,510
1467,SANTIAGO DEL ESTERO,249
1468,SANTIAGO DEL ESTERO,471
1469,SANTIAGO DEL ESTERO,347
1470,SANTIAGO DEL ESTERO,156
1471,SANTIAGO DEL ESTERO,1624
1472,SANTIAGO DEL ESTERO,153
1473,SANTIAGO DEL ESTERO,416
1474,SANTIAGO DEL ESTERO,232
1475,SANTIAGO DEL ESTERO,439
1476,SANTIAGO DEL ESTERO,15052
1477,SANTIAGO DEL ESTERO,185
1478,TIERRA DEL FUEGO,129
1479,TIERRA DEL FUEGO,56593
1480,TUCUMAN,492
1481,TUCUMAN,394
1482,TUCUMAN,2395
1483,TUCUMAN,238
1484,TUCUMAN,3059
1485,TUCUMAN,1409
1486,TUCUMAN,481
1487,TUCUMAN,471
1488,TUCUMAN,1409
1489,TUCUMAN,2168
1490,TUCUMAN,200
1491,TUCUMAN,5704
1492,TUCUMAN,575
1493,TUCUMAN,805
1494,TUCUMAN,907
1495,TUCUMAN,4240
1496,TUCUMAN,32908
1497,TUCUMAN,0
1498,TUCUMAN,3010
1499,TUCUMAN,758
1500,TUCUMAN,7871
1501,TUCUMAN,699
1502,TUCUMAN,399
1503,TUCUMAN,880
1504,TUCUMAN,214
1505,TUCUMAN,187
1506,TUCUMAN,8351
1507,TUCUMAN,291
1508,TUCUMAN,1327
1509,TUCUMAN,632
1510,TUCUMAN,548866
1511,TUCUMAN,1838
1512,TUCUMAN,2341
1513,TUCUMAN,2072
1514,TUCUMAN,49782
1515,TUCUMAN,466
1516,TUCUMAN,4274
1517,TUCUMAN,1549
1518,TUCUMAN,593
1519,TUCUMAN,41947
1520,TUCUMAN,63226
1521,TUCUMAN,0
1522,TUCUMAN,5086
1523,TUCUMAN,909
1524,TUCUMAN,613
1525,TUCUMAN,0
1526,TUCUMAN,0
1527,TUCUMAN,0
1528,TUCUMAN,0
1529,TUCUMAN,0
1530,TUCUMAN,0
1531,TUCUMAN,5959
1532,TUCUMAN,1826
1533,TUCUMAN,0
1534,TUCUMAN,0
1535,TUCUMAN,0
1536,TUCUMAN,9429
1537,TUCUMAN,830
1538,TUCUMAN,6892
1539,TUCUMAN,3153
1540,TUCUMAN,0
1541,TUCUMAN,0
1542,TUCUMAN,1141
1543,TUCUMAN,890
1544,TUCUMAN,0
1545,SANTIAGO DEL ESTERO,3364
1546,SANTIAGO DEL ESTERO,1894
1547,SANTIAGO DEL ESTERO,1975
1548,SANTIAGO DEL ESTERO,1222
1549,SANTIAGO DEL ESTERO,1412
1550,SANTIAGO DEL ESTERO,1061
1551,SANTIAGO DEL ESTERO,138
1552,SANTIAGO DEL ESTERO,210
1553,SANTIAGO DEL ESTERO,203
1554,SANTIAGO DEL ESTERO,269
1555,SANTIAGO DEL ESTERO,382
1556,SANTIAGO DEL ESTERO,9661
1557,SANTIAGO DEL ESTERO,130
1558,SANTIAGO DEL ESTERO,736
1559,SANTIAGO DEL ESTERO,106441
1560,SANTA FE,9651
1561,SANTA FE,518
1562,SANTA FE,141
1563,SANTA FE,1991
1564,SANTA FE,995
1565,SANTA FE,563
1566,SANTA FE,1132
1567,SANTA FE,182
1568,SANTA FE,2189
1569,SANTA FE,1052
1570,SANTA FE,3534
1571,SANTA FE,185
1572,SANTA FE,440
1573,SANTA FE,185
1574,SANTA FE,1599
1575,SANTA FE,266
1576,SANTA FE,19185
1577,SANTIAGO DEL ESTERO,64
1578,SANTIAGO DEL ESTERO,122
1579,SANTIAGO DEL ESTERO,1098
1580,SANTIAGO DEL ESTERO,4678
1581,SANTIAGO DEL ESTERO,6222
1582,SANTIAGO DEL ESTERO,78
1583,SANTIAGO DEL ESTERO,559
1584,SANTIAGO DEL ESTERO,2777
1585,SANTIAGO DEL ESTERO,313
1586,SANTIAGO DEL ESTERO,418
1587,SANTIAGO DEL ESTERO,565
1588,SANTIAGO DEL ESTERO,3289
1589,SANTA FE,629
1590,SANTA FE,550
1591,SANTA FE,865
1592,SANTA FE,5982
1593,SANTA FE,654
1594,SANTA FE,319
1595,SANTA FE,210
1596,SANTA FE,483
1597,SANTA FE,907
1598,SANTA FE,1123
1599,SANTA FE,10838
1600,SANTA FE,364
1601,SANTA FE,6734
1602,SANTA FE,164
1603,SANTIAGO DEL ESTERO,1152
1604,SANTIAGO DEL ESTERO,1065
1605,SANTIAGO DEL ESTERO,224
1606,SANTIAGO DEL ESTERO,2344
1607,SANTIAGO DEL ESTERO,637
1608,SANTIAGO DEL ESTERO,116
1609,SANTIAGO DEL ESTERO,6536
1610,SANTIAGO DEL ESTERO,115
1611,SANTIAGO DEL ESTERO,487
1612,SANTIAGO DEL ESTERO,894
1613,SANTIAGO DEL ESTERO,655
1614,SANTIAGO DEL ESTERO,85
1615,SANTIAGO DEL ESTERO,2290
1616,SANTIAGO DEL ESTERO,165
1617,SANTIAGO DEL ESTERO,550
1618,SANTIAGO DEL ESTERO,84
1619,SANTIAGO DEL ESTERO,204
1620,SANTIAGO DEL ESTERO,84
1621,SANTA FE,4291
1622,SANTA FE,3433
1623,SANTA FE,4266
1624,SANTA FE,5933
1625,SANTA FE,75437
1626,SANTA FE,8821
1627,SANTA FE,5733
1628,SANTA FE,622
1629,SANTA FE,23341
1630,SANTA FE,1788
1631,SANTA FE,5109
1632,SANTA FE,545
1633,SANTA FE,310
1634,SANTA FE,3999
1635,SANTA FE,106
1636,SANTA FE,1037
1637,SANTA FE,360
1638,SANTA FE,579
1639,SANTA FE,754
1640,SANTA FE,425
1641,SANTA FE,4705
1642,SANTA FE,29
1643,SANTA FE,2118
1644,SANTA FE,663
1645,SANTA FE,391164
1646,SANTA FE,65684
1647,SANTA FE,7953
1648,SANTA FE,0
1649,SANTA FE,268
1650,SANTA FE,137
1651,SANTA FE,97
1652,SANTA FE,1490
1653,SANTA FE,125
1654,SANTA FE,40145
1655,SANTA FE,5792
1656,SANTA FE,54
1657,SANTA FE,485
1658,SANTA FE,3800
1659,SANTA FE,1784
1660,SANTA FE,1944
1661,SANTA FE,3263
1662,SANTA FE,9054
1663,SANTA FE,2820
1664,SANTA FE,82
1665,SANTA FE,326
1666,SANTA FE,856
1667,SANTA FE,751
1668,SANTA FE,2420
1669,SANTA FE,54
1670,SAN LUIS,12467
1671,SAN LUIS,13182
1672,SAN LUIS,0
1673,SAN LUIS,0
1674,SAN LUIS,0
1675,SAN LUIS,9
1676,SAN LUIS,1698
1677,SAN LUIS,0
1678,SAN LUIS,76
1679,SAN LUIS,330
1680,SAN LUIS,169947
1681,SAN LUIS,0
1682,SAN LUIS,0
1683,SAN LUIS,0
1684,SAN LUIS,201
1685,SAN LUIS,0
1686,SAN LUIS,0
1687,SAN LUIS,0
1688,SAN LUIS,0
1689,SAN LUIS,0
1690,SAN LUIS,0
1691,SAN LUIS,0
1692,SAN LUIS,0
1693,SAN LUIS,17084
1694,SAN LUIS,0
1695,SAN LUIS,0
1696,SAN LUIS,5511
1697,SAN LUIS,50
1698,SAN LUIS,119
1699,SAN LUIS,272
1700,SAN LUIS,589
1701,SAN LUIS,957
1702,SAN LUIS,0
1703,SAN LUIS,100
1704,SAN LUIS,0
1705,SAN LUIS,0
1706,SAN LUIS,47
1707,SAN LUIS,0
1708,SAN LUIS,0
1709,SAN LUIS,96
1710,SAN LUIS,0
1711,SAN LUIS,0
1712,SAN LUIS,1775
1713,SAN LUIS,0
1714,SAN LUIS,46
1715,SAN LUIS,0
1716,SALTA,217
1717,SALTA,513
1718,SALTA,505
1719,SALTA,18899
1720,SALTA,108
1721,SALTA,63196
1722,SALTA,849
1723,SALTA,1052
1724,SALTA,1686
1725,SALTA,2073
1726,SALTA,1523
1727,SALTA,1295
1728,SALTA,155
1729,SALTA,2186
1730,SALTA,4575
1731,SALTA,1221
1732,SANTA FE,1533
1733,SANTA FE,630
1734,SANTA FE,10717
1735,SANTA FE,812
1736,SANTA FE,1927
1737,SANTA FE,742
1738,SANTA FE,5962
1739,SANTA FE,218
1740,SANTA FE,2540
1741,SANTA FE,1470
1742,SANTA FE,1098
1743,SANTA FE,4969
1744,SANTA FE,253
1745,SALTA,377
1746,SALTA,518
1747,SALTA,1420
1748,SALTA,28295
1749,SALTA,155
1750,SALTA,386
1751,SALTA,1183
1752,SALTA,560
1753,SALTA,2395
1754,SALTA,15562
1755,SALTA,1143
1756,SALTA,10196
1757,SALTA,0
1758,SALTA,22439
1759,SANTA FE,313
1760,SANTA FE,888
1761,SANTA FE,691
1762,SANTA FE,12334
1763,SANTA FE,2260
1764,SANTA FE,5726
1765,SANTA FE,4206
1766,SANTA FE,139
1767,SANTA FE,67
1768,SANTA FE,12774
1769,SANTA FE,0
1770,SANTA FE,589
1771,SANTA FE,10176
1772,SALTA,10410
1773,SALTA,1531
1774,SALTA,340
1775,SALTA,620
1776,SALTA,231
1777,SALTA,531
1778,SALTA,2672
1779,SALTA,1779
1780,SALTA,20843
1781,SALTA,2071
1782,SALTA,15295
1783,SALTA,805
1784,SALTA,1302
1785,SALTA,1329
1786,SALTA,1281
1787,SALTA,0
1788,CATAMARCA,0
1789,CATAMARCA,0
1790,CATAMARCA,0
1791,CHACO,4284
1792,CHACO,405
1793,CHACO,13042
1794,CHACO,423
1795,CHACO,333
1796,CHACO,795
1797,CHACO,2212
1798,CHACO,5701
1799,CHACO,5011
1800,CHACO,441
1801,CHACO,1272
1802,CHACO,21997
1803,CHACO,39
1804,CHACO,54698
1805,CHACO,1929
1806,CHACO,336
1807,CHACO,32027
1808,CHACO,8278
1809,CHACO,290723
1810,CHACO,1251
1811,CHACO,10224
1812,CHACO,1888
1813,CHACO,3471
1814,CHACO,3282
1815,CHACO,277
1816,SANTIAGO DEL ESTERO,1136
1817,SANTIAGO DEL ESTERO,1091
1818,SANTIAGO DEL ESTERO,613
1819,SANTIAGO DEL ESTERO,244
1820,SANTIAGO DEL ESTERO,98
1821,TIERRA DEL FUEGO,0
1822,TIERRA DEL FUEGO,0
1823,TIERRA DEL FUEGO,0
1824,TIERRA DEL FUEGO,0
1825,TIERRA DEL FUEGO,0
1826,TIERRA DEL FUEGO,0
1827,TIERRA DEL FUEGO,0
1828,TIERRA DEL FUEGO,0
1829,TIERRA DEL FUEGO,0
1830,TIERRA DEL FUEGO,0
1831,TIERRA DEL FUEGO,0
1832,TIERRA DEL FUEGO,0
1833,TIERRA DEL FUEGO,66475
1834,TIERRA DEL FUEGO,2626
1835,MENDOZA,1536
1836,MENDOZA,232
1837,MENDOZA,4735
1838,MENDOZA,0
1839,MENDOZA,0
1840,MENDOZA,106662
1841,MENDOZA,12327
1842,MENDOZA,1416
1843,MENDOZA,5093
1844,MENDOZA,316
1845,MENDOZA,443
1846,MENDOZA,0
1847,MENDOZA,9
1848,MENDOZA,87
1849,MENDOZA,7870
1850,MENDOZA,2147
1851,MENDOZA,0
1852,MENDOZA,371
1853,MENDOZA,636
1854,MENDOZA,0
1855,MENDOZA,0
1856,MENDOZA,297
1857,MENDOZA,0
1858,MENDOZA,344
1859,MENDOZA,297
1860,MENDOZA,0
1861,MENDOZA,0
1862,MENDOZA,827
1863,MENDOZA,450
1864,MISIONES,817
1865,MISIONES,651
1866,MISIONES,342
1867,MISIONES,2743
1868,MISIONES,541
1869,MISIONES,626
1870,MISIONES,811
1871,MISIONES,11482
1872,MISIONES,6492
1873,MISIONES,225
1874,MISIONES,1956
1875,MISIONES,191
1876,MISIONES,179
1877,MISIONES,219
1878,MISIONES,179
1879,MISIONES,3665
1880,MISIONES,5065
1881,MISIONES,471
1882,MISIONES,21068
1883,MISIONES,15204
1884,SANTA FE,14113
1885,SANTA FE,2641
1886,SANTA FE,45958
1887,SANTA FE,3694
1888,SANTA FE,297
1889,SANTA FE,2139
1890,SANTA FE,5008
1891,SANTA FE,4971
1892,SANTA FE,729
1893,SANTA FE,614
1894,SANTA FE,908
1895,SANTA FE,267
1896,SALTA,11869
1897,SALTA,7708
1898,SALTA,743
1899,SALTA,8587
1900,SALTA,69
1901,SALTA,989
1902,SALTA,721
1903,SALTA,4202
1904,SALTA,9658
1905,SALTA,5868
1906,SALTA,895
1907,SALTA,5833
1908,SALTA,31494
1909,MENDOZA,21619
1910,MENDOZA,216
1911,MENDOZA,267
1912,MENDOZA,408
1913,MENDOZA,0
1914,MENDOZA,783
1915,MENDOZA,802
1916,MENDOZA,200
1917,MENDOZA,1518
1918,MENDOZA,582
1919,MENDOZA,362
1920,MENDOZA,1062
1921,MENDOZA,1598
1922,MENDOZA,295
1923,MENDOZA,490
1924,MENDOZA,31038
1925,MENDOZA,609
1926,SALTA,2632
1927,SALTA,649
1928,SALTA,143
1929,SALTA,614
1930,SALTA,118
1931,SALTA,27
1932,SALTA,4116
1933,SALTA,1825
1934,SALTA,341
1935,SALTA,218
1936,SALTA,4763
1937,SALTA,168
1938,SALTA,230
1939,SALTA,5675
1940,SALTA,0
1941,SALTA,297
1942,JUJUY,416
1943,JUJUY,512
1944,JUJUY,2521
1945,JUJUY,2901
1946,JUJUY,3791
1947,JUJUY,213
1948,JUJUY,4298
1949,JUJUY,757
1950,JUJUY,176
1951,JUJUY,278
1952,JUJUY,286
1953,JUJUY,243
1954,JUJUY,25
1955,JUJUY,95
1956,JUJUY,36
1957,JUJUY,96
1958,JUJUY,64
1959,JUJUY,27
1960,JUJUY,305
1961,JUJUY,34
1962,JUJUY,427
1963,JUJUY,333
1964,JUJUY,121
1965,JUJUY,133
1966,SANTA FE,11086
1967,SANTA FE,1357
1968,SANTA FE,172
1969,SANTA FE,872
1970,SANTA FE,1310
1971,SANTA FE,3197
1972,SANTA FE,3336
1973,SANTA FE,17615
1974,SANTA FE,2299
1975,SANTA FE,5425
1976,SANTA FE,65
1977,SANTIAGO DEL ESTERO,3537
1978,SANTIAGO DEL ESTERO,1842
1979,SANTIAGO DEL ESTERO,131
1980,SANTIAGO DEL ESTERO,2437
1981,SANTIAGO DEL ESTERO,6776
1982,SANTIAGO DEL ESTERO,1620
1983,SANTIAGO DEL ESTERO,639
1984,SANTIAGO DEL ESTERO,5145
1985,SANTIAGO DEL ESTERO,460
1986,SANTIAGO DEL ESTERO,1303
1987,SANTIAGO DEL ESTERO,152
1988,SANTIAGO DEL ESTERO,256
1989,SANTIAGO DEL ESTERO,5559
1990,SANTIAGO DEL ESTERO,53
1991,SANTIAGO DEL ESTERO,62
1992,SANTIAGO DEL ESTERO,146
1993,SANTIAGO DEL ESTERO,838
1994,SANTIAGO DEL ESTERO,95
1995,SANTIAGO DEL ESTERO,301
1996,SANTIAGO DEL ESTERO,372
1997,SANTIAGO DEL ESTERO,86
1998,SANTIAGO DEL ESTERO,573
1999,SANTIAGO DEL ESTERO,330
2000,SANTIAGO DEL ESTERO,689
2001,SANTIAGO DEL ESTERO,84
2002,SANTIAGO DEL ESTERO,224
2003,SANTIAGO DEL ESTERO,32166
2004,SANTIAGO DEL ESTERO,163
2005,SANTIAGO DEL ESTERO,705
2006,SANTIAGO DEL ESTERO,47
2007,SANTIAGO DEL ESTERO,647
2008,SANTIAGO DEL ESTERO,403
2009,SANTIAGO DEL ESTERO,241
2010,SANTIAGO DEL ESTERO,2878
2011,CABA,138926
2012,CHACO,22953
2013,CHACO,5309
2014,CHACO,5520
2015,CHACO,9063
2016,CHACO,1052
2017,CHUBUT,116
2018,CHACO,7813
2019,CHACO,1751
2020,CHACO,1758
2021,CHACO,8823
2022,CHACO,4914
2023,CHACO,1733
2024,CHACO,86
2025,CHACO,609
2026,CHACO,26497
2027,CHACO,89882
2028,CHACO,941
2029,CHACO,7340
2030,CHACO,303
2031,MENDOZA,135
2032,MENDOZA,109
2033,CABA,55273
2034,CHACO,10335
2035,CHACO,3261
2036,CHACO,2717
2037,CHACO,888
2038,CHACO,4322
2039,CHACO,1261
2040,CHACO,715
2041,CHACO,3374
2042,CHACO,687
2043,CHACO,1376
2044,CHACO,27201
2045,CHACO,4737
2046,CHACO,2259
2047,CHACO,687
2048,CHACO,3752
2049,CHACO,773
2050,CHACO,700
2051,CHACO,6203
2052,CHACO,9069
2053,CHACO,302
2054,CHACO,2661
2055,CHACO,191
2056,CHACO,31
2057,CHACO,547
2058,CHUBUT,0
2059,CHUBUT,341
2060,CHUBUT,25
2061,CHUBUT,0
2062,CHUBUT,0
2063,CHUBUT,0
2064,CHUBUT,0
2065,CHUBUT,0
2066,CHUBUT,0
2067,CHUBUT,0
2068,CHUBUT,0
2069,CHUBUT,0
2070,CHUBUT,0
2071,CHUBUT,0
2072,CHUBUT,0
2073,CHUBUT,0
2074,CHUBUT,0
2075,CHUBUT,0
2076,CHUBUT,0
2077,CHUBUT,175196
2078,CHUBUT,1317
2079,NEUQUEN,13092
2080,NEUQUEN,533
2081,NEUQUEN,148
2082,NEUQUEN,3669
2083,NEUQUEN,219
2084,NEUQUEN,236
2085,NEUQUEN,90
2086,NEUQUEN,110
2087,NEUQUEN,32928
2088,NEUQUEN,35465
2089,NEUQUEN,426
2090,NEUQUEN,82
2091,SANTA FE,102
2092,SANTA FE,14499
2093,SANTA FE,16
2094,SANTA FE,4650
2095,SANTA FE,1655
2096,SANTA FE,12
2097,SANTA FE,1566
2098,SANTA FE,158
2099,SANTA FE,2870
2100,SANTA FE,16873
2101,SANTA FE,946
2102,SANTA FE,1721
2103,SANTA FE,2788
